VistID,Time_Spent,Internet_Usage,Ad_Topic,Time_Period,Weekday,Month,Year,Clicked
4782111,86.41,210.23,product_29,Morning,Friday,March,2020,No
4782510,88.82,214.49,product_8,Night,Friday,July,2020,No
4782559,71.83,114.53,product_16,Early-Morning,Saturday,March,2020,Yes
4783332,71,199.79,product_10,Evening,Tuesday,June,2020,No
4785325,87.97,238.1,product_16,Evening,Saturday,May,2020,No
4786718,67.85,135.08,product_22,Noon,Friday,March,2020,Yes
4786977,74.02,180.77,product_14,Morning,Friday,January,2020,No
4788362,83.4,221.21,product_23,Mid-Night,Thursday,February,2020,No
4788895,78.29,252.07,product_8,Evening,Tuesday,January,2020,No
4791605,45.11,149.21,product_5,Mid-Night,Sunday,February,2020,Yes
4791707,34.78,144.71,product_13,Evening,Wednesday,April,2020,Yes
4793715,46.08,120.46,product_27,Early-Morning,Friday,June,2020,Yes
4797018,77.75,227.73,product_2,Evening,Monday,July,2020,No
4797931,64.63,110.25,product_23,Early-Morning,Saturday,March,2020,Yes
4798072,65.19,178.85,product_27,Morning,Friday,January,2020,Yes
4798570,77.31,219.94,product_30,Mid-Night,Friday,March,2020,No
4798909,52.7,212.58,product_17,Evening,Friday,March,2020,Yes
4799514,57.99,154.75,product_30,Morning,Sunday,July,2020,Yes
4800405,78.54,216.87,product_10,Morning,Friday,July,2020,No
4800435,80.47,253.17,product_9,Night,Friday,April,2020,No
4803428,74.58,142.04,product_28,Mid-Night,Monday,January,2020,Yes
4807313,73.95,186.37,product_28,Mid-Night,Saturday,July,2020,Yes
4808828,63.37,105.04,product_28,Noon,Wednesday,March,2020,Yes
4809425,63.6,214.08,product_19,Morning,Tuesday,May,2020,No
4811373,78.76,204.22,product_16,Night,Wednesday,January,2020,No
4811555,47.53,154.02,product_7,Evening,Thursday,May,2020,Yes
4811878,79.53,236.72,product_28,Night,Sunday,February,2020,No
4812725,46.31,128.95,product_8,Night,Saturday,March,2020,Yes
4812859,60.94,124.44,product_4,Noon,Saturday,February,2020,Yes
4817629,79.18,259.76,product_13,Morning,Sunday,July,2020,No
4823565,79.22,218.22,product_10,Morning,Thursday,July,2020,No
4824402,56.39,238.1,product_26,Noon,Sunday,January,2020,No
4826874,43.59,182.65,product_8,Night,Thursday,May,2020,Yes
4829607,71.4,209.25,product_25,Morning,Tuesday,March,2020,No
4830257,49.13,124.54,product_28,Mid-Night,Tuesday,July,2020,Yes
4830505,45.53,141.58,product_24,Night,Friday,April,2020,Yes
4831860,74.41,187.76,product_14,Night,Tuesday,January,2020,No
4833030,46.04,123.51,product_14,Noon,Saturday,June,2020,Yes
4834091,74.27,223.09,product_29,Mid-Night,Tuesday,April,2020,No
4835458,76.58,248.19,product_4,Morning,Thursday,July,2020,No
4836524,72.6,123.08,product_27,Noon,Sunday,April,2020,Yes
4837967,56.91,137.63,product_11,Early-Morning,Friday,June,2020,Yes
4838412,38.35,158.81,product_7,Mid-Night,Tuesday,April,2020,Yes
4838939,82.95,199.43,product_9,Mid-Night,Tuesday,April,2020,No
4840099,60.07,135.67,product_14,Evening,Saturday,April,2020,Yes
4843615,36.87,195.91,product_16,Noon,Thursday,January,2020,Yes
4844313,66.63,168.34,product_4,Noon,Wednesday,May,2020,Yes
4846413,61.76,255.07,product_13,Morning,Monday,July,2020,Yes
4847522,60.23,126.97,product_19,Noon,Monday,February,2020,Yes
4849768,44.16,121.07,product_9,Morning,Sunday,May,2020,Yes
4851973,82.95,204.79,product_24,Evening,Thursday,May,2020,No
4852428,63.18,121.81,product_10,Noon,Monday,June,2020,Yes
4853087,55.71,112.52,product_24,Night,Sunday,March,2020,Yes
4853592,69.95,201.29,product_20,Mid-Night,Monday,June,2020,No
4856880,74.61,226.54,product_14,Morning,Sunday,January,2020,No
4857045,79.81,210.53,product_19,Morning,Friday,March,2020,No
4857302,38.52,128.48,product_23,Noon,Sunday,April,2020,Yes
4857433,36.31,113.12,product_12,Early-Morning,Sunday,February,2020,Yes
4857505,80.09,211.87,product_25,Early-Morning,Wednesday,July,2020,No
4858481,75.94,244.55,product_19,Mid-Night,Thursday,March,2020,No
4859550,42.05,160.49,product_5,Evening,Sunday,January,2020,Yes
4859946,56.01,127.37,product_17,Early-Morning,Saturday,July,2020,Yes
4860011,49.78,150.83,product_17,Noon,Tuesday,March,2020,Yes
4860088,73.04,221.79,product_27,Night,Sunday,June,2020,Yes
4860913,81.95,208.76,product_6,Night,Sunday,May,2020,No
4861071,79.54,231.37,product_10,Night,Wednesday,June,2020,No
4861654,73.3,159.05,product_11,Mid-Night,Friday,May,2020,Yes
4863909,35.65,172.58,product_21,Early-Morning,Tuesday,May,2020,Yes
4868451,66.67,199.76,product_14,Morning,Tuesday,February,2020,No
4868820,40.17,133.17,product_16,Evening,Monday,July,2020,Yes
4869592,83.53,233.61,product_23,Evening,Sunday,January,2020,No
4869793,72.6,136.18,product_16,Mid-Night,Thursday,March,2020,Yes
4871811,78.19,206.98,product_25,Morning,Friday,January,2020,No
4873457,56.56,204.47,product_4,Night,Wednesday,February,2020,No
4874685,73.89,236.64,product_19,Night,Wednesday,May,2020,Yes
4875643,69.42,212.88,product_27,Mid-Night,Tuesday,February,2020,No
4877747,55.79,138.46,product_14,Evening,Saturday,February,2020,Yes
4877948,72.97,208.58,product_19,Night,Thursday,February,2020,Yes
4878318,80.59,245.76,product_27,Evening,Wednesday,July,2020,No
4879238,34.87,138.52,product_8,Mid-Night,Saturday,July,2020,Yes
4882304,89.34,165.43,product_7,Early-Morning,Thursday,June,2020,No
4882495,78.79,233.61,product_7,Noon,Tuesday,May,2020,No
4883155,78.83,223.16,product_13,Early-Morning,Tuesday,June,2020,No
4887614,67.94,123.13,product_14,Evening,Tuesday,July,2020,Yes
4890046,49.81,120.06,product_25,Early-Morning,Tuesday,January,2020,Yes
4890587,69.15,160.03,product_10,Noon,Sunday,April,2020,Yes
4890622,43.65,138.87,product_5,Night,Sunday,May,2020,Yes
4894283,72.23,215.04,product_25,Noon,Sunday,March,2020,No
4895337,48.26,122.45,product_8,Night,Saturday,June,2020,Yes
4896184,68.88,225.87,product_14,Early-Morning,Friday,March,2020,No
4896898,79.53,204.82,product_24,Morning,Tuesday,April,2020,No
4897101,66.01,134.14,product_20,Night,Wednesday,June,2020,Yes
4898657,76.44,232.68,product_26,Evening,Wednesday,April,2020,No
4899070,36.49,130.86,product_7,Early-Morning,Monday,March,2020,Yes
4900162,83.48,222.72,product_12,Noon,Friday,March,2020,No
4901463,63.8,127.56,product_8,Noon,Wednesday,June,2020,Yes
4902700,77.75,222.72,product_6,Night,Monday,April,2020,Yes
4902799,69.47,236.5,product_12,Evening,Sunday,March,2020,No
4903395,72.04,225.99,product_19,Mid-Night,Tuesday,April,2020,No
4904630,74.49,190.08,product_29,Evening,Wednesday,January,2020,No
4905217,49.42,128,product_20,Evening,Thursday,July,2020,Yes
4905374,70.29,255.61,product_13,Night,Thursday,May,2020,No
4905605,39.25,152.36,product_21,Evening,Saturday,January,2020,Yes
4906752,72.19,153.01,product_20,Mid-Night,Sunday,June,2020,No
4913467,74.53,211.65,product_16,Night,Monday,June,2020,No
4918336,63.26,134.46,product_1,Morning,Tuesday,March,2020,Yes
4919675,80.31,105.22,product_24,Morning,Thursday,July,2020,Yes
4921067,72.8,224.92,product_22,Night,Tuesday,April,2020,No
4921564,75.19,186.98,product_28,Evening,Wednesday,March,2020,No
4922734,61.88,112.19,product_17,Night,Saturday,March,2020,Yes
4926200,53.3,111.59,product_23,Morning,Saturday,April,2020,Yes
4927055,46.13,123.64,product_12,Early-Morning,Saturday,January,2020,Yes
4929128,55.6,158.35,product_10,Noon,Saturday,June,2020,Yes
4930341,68.72,190.25,product_27,Noon,Monday,March,2020,No
4931014,65.59,159.05,product_6,Early-Morning,Sunday,January,2020,Yes
4934237,45.08,125.27,product_21,Morning,Sunday,March,2020,Yes
4935522,43.59,141.13,product_1,Night,Wednesday,March,2020,Yes
4936319,68.58,145.85,product_24,Early-Morning,Tuesday,July,2020,Yes
4937102,78.01,179.82,product_19,Evening,Friday,February,2020,No
4941361,47,151.54,product_14,Night,Tuesday,June,2020,Yes
4942703,74.06,225.99,product_20,Early-Morning,Saturday,July,2020,No
4943072,84.69,231.85,product_22,Night,Thursday,July,2020,No
4944708,82.8,223.2,product_19,Morning,Saturday,May,2020,No
4946194,51.65,249.99,product_16,Morning,Wednesday,May,2020,No
4947127,83.4,180.88,product_23,Evening,Saturday,July,2020,No
4947650,79.4,190.75,product_16,Mid-Night,Wednesday,May,2020,No
4948253,77.5,250.03,product_30,Noon,Wednesday,July,2020,No
4948321,81.37,215.04,product_10,Mid-Night,Friday,January,2020,No
4949909,76.59,240.64,product_6,Noon,Sunday,January,2020,No
4950134,71.23,125.65,product_11,Mid-Night,Friday,January,2020,Yes
4950265,87.35,158.29,product_20,Mid-Night,Tuesday,January,2020,No
4950807,78.41,210.53,product_20,Night,Monday,June,2020,No
4951015,56.39,204.22,product_5,Noon,Thursday,January,2020,No
4952616,83.91,222.87,product_6,Night,Monday,January,2020,No
4952903,37.51,123.86,product_11,Early-Morning,Wednesday,May,2020,Yes
4957156,58.18,219.75,product_5,Mid-Night,Wednesday,May,2020,No
4958713,69.08,210.6,product_19,Mid-Night,Saturday,March,2020,No
4959949,55.04,190.41,product_7,Mid-Night,Tuesday,March,2020,Yes
4960809,79.52,183.48,product_16,Morning,Friday,June,2020,No
4962489,66.63,111.02,product_7,Morning,Monday,May,2020,Yes
4964450,81.9,235.28,product_18,Noon,Monday,May,2020,No
4965807,75.64,222.35,product_29,Night,Monday,February,2020,No
4967572,75.71,234.72,product_20,Morning,Sunday,May,2020,No
4967871,38.91,150.8,product_24,Early-Morning,Wednesday,July,2020,Yes
4972073,87.14,199.4,product_12,Mid-Night,Wednesday,May,2020,No
4974916,36.98,105.15,product_9,Mid-Night,Thursday,July,2020,Yes
4975650,79.16,197.15,product_11,Noon,Saturday,April,2020,No
4976737,79.18,251,product_8,Evening,Monday,March,2020,No
4976849,80.47,215.18,product_13,Early-Morning,Sunday,February,2020,No
4977576,84.08,222.87,product_5,Morning,Wednesday,January,2020,No
4977890,78.53,107.19,product_13,Morning,Saturday,February,2020,Yes
4978123,85.54,175.43,product_4,Noon,Thursday,March,2020,No
4980455,81.59,204.82,product_23,Mid-Night,Tuesday,April,2020,No
4981090,59.05,135.18,product_7,Early-Morning,Thursday,February,2020,Yes
4981656,68.47,221.21,product_22,Morning,Sunday,March,2020,No
4981965,53.14,116.07,product_18,Evening,Thursday,May,2020,Yes
4981976,42.83,128.37,product_16,Evening,Friday,June,2020,Yes
4983450,79.82,192.5,product_8,Night,Thursday,January,2020,No
4987853,82.72,207.53,product_21,Night,Sunday,May,2020,Yes
4989276,74.59,158.35,product_6,Evening,Monday,February,2020,Yes
4989413,69.9,137.24,product_20,Early-Morning,Tuesday,June,2020,Yes
4990019,45.01,178.35,product_13,Night,Friday,June,2020,Yes
4990099,60.7,144.62,product_15,Early-Morning,Thursday,February,2020,Yes
4990927,50.18,127.82,product_5,Early-Morning,Monday,June,2020,Yes
4992480,38.46,111.02,product_23,Early-Morning,Friday,January,2020,Yes
4993361,68.58,123.62,product_10,Noon,Tuesday,June,2020,Yes
4993716,66.03,227.73,product_13,Night,Saturday,January,2020,No
4993861,85.23,230.91,product_7,Early-Morning,Monday,June,2020,No
4994351,57.99,117.66,product_6,Night,Friday,July,2020,Yes
4995507,83.55,221.18,product_11,Evening,Wednesday,June,2020,No
4997232,47.23,149.8,product_24,Early-Morning,Wednesday,June,2020,Yes
4999074,45.53,195.69,product_29,Mid-Night,Sunday,April,2020,Yes
5000747,80.96,196.77,product_15,Night,Monday,April,2020,No
5001979,51.87,119.65,product_4,Night,Thursday,March,2020,Yes
5002330,46.13,123.08,product_20,Mid-Night,Wednesday,January,2020,Yes
5002560,91.1,194.23,product_23,Mid-Night,Thursday,July,2020,No
5002595,74.87,151.18,product_8,Morning,Wednesday,April,2020,Yes
5002684,73.89,249.81,product_24,Evening,Sunday,February,2020,No
5003461,36.31,111.02,product_18,Night,Tuesday,April,2020,Yes
5004000,65.56,201.54,product_11,Night,Monday,April,2020,No
5005279,72.45,195.36,product_20,Early-Morning,Monday,January,2020,No
5007306,66.14,224.01,product_30,Morning,Friday,April,2020,No
5007942,76.06,201.04,product_17,Early-Morning,Wednesday,April,2020,No
5013334,76.32,187.95,product_9,Mid-Night,Thursday,March,2020,No
5013498,85.37,187.64,product_29,Morning,Friday,April,2020,No
5014154,81.61,205.71,product_17,Evening,Wednesday,February,2020,No
5014943,60.53,119.2,product_4,Mid-Night,Wednesday,June,2020,Yes
5015152,65.9,244.91,product_17,Morning,Thursday,February,2020,No
5018652,69.77,132.27,product_28,Night,Friday,June,2020,Yes
5022844,85.73,173.43,product_11,Noon,Tuesday,May,2020,Yes
5024302,83.42,211.12,product_25,Evening,Sunday,February,2020,No
5025111,71.9,133.18,product_20,Morning,Monday,March,2020,Yes
5028338,79.71,192.93,product_10,Evening,Monday,January,2020,No
5029642,89.15,220.48,product_27,Noon,Tuesday,January,2020,No
5031074,78.79,181.11,product_21,Morning,Thursday,July,2020,No
5031352,83.89,227.72,product_21,Noon,Wednesday,June,2020,No
5032497,70.44,217.37,product_1,Mid-Night,Tuesday,March,2020,No
5032833,70.66,129.31,product_9,Mid-Night,Saturday,July,2020,Yes
5033296,43.02,146.13,product_29,Early-Morning,Tuesday,July,2020,Yes
5035858,48.09,185.47,product_8,Mid-Night,Thursday,April,2020,Yes
5036360,72.23,115.35,product_3,Mid-Night,Sunday,July,2020,Yes
5036852,68.01,254.59,product_29,Noon,Tuesday,July,2020,No
5038079,46.08,120.9,product_10,Early-Morning,Monday,March,2020,Yes
5038290,78.68,208.05,product_25,Evening,Saturday,January,2020,No
5040290,83.97,187.03,product_9,Noon,Monday,June,2020,No
5041599,43.84,157.04,product_10,Early-Morning,Tuesday,April,2020,Yes
5042730,68.61,130.83,product_27,Noon,Wednesday,April,2020,Yes
5044598,79.6,235.56,product_27,Evening,Friday,May,2020,No
5046738,46.89,176.78,product_4,Noon,Sunday,July,2020,Yes
5046898,77.95,236.87,product_26,Night,Monday,May,2020,No
5047201,76.87,235.28,product_26,Evening,Sunday,April,2020,Yes
5047415,43.49,127.26,product_4,Morning,Monday,January,2020,Yes
5049014,75,188.27,product_5,Morning,Sunday,May,2020,No
5050001,91.37,123.24,product_9,Morning,Sunday,May,2020,Yes
5050256,84.08,240.09,product_9,Night,Wednesday,March,2020,Yes
5051643,70.68,191.14,product_8,Noon,Tuesday,January,2020,No
5052741,70.39,207.17,product_2,Morning,Thursday,January,2020,No
5054441,81.37,241.38,product_25,Mid-Night,Monday,March,2020,No
5055495,46.77,161.29,product_12,Evening,Tuesday,April,2020,Yes
5055984,45.72,154.02,product_29,Noon,Tuesday,April,2020,Yes
5058604,78.01,209.82,product_1,Evening,Thursday,March,2020,No
5059285,83.86,190.25,product_26,Evening,Friday,February,2020,No
5059403,40.47,123.86,product_7,Night,Wednesday,June,2020,Yes
5059633,80.67,219.98,product_13,Noon,Tuesday,April,2020,No
5060092,68.1,199.39,product_6,Night,Thursday,April,2020,No
5060474,81.22,195.31,product_5,Morning,Friday,June,2020,No
5061240,78.77,211.83,product_10,Morning,Friday,January,2020,No
5062757,74.61,223.2,product_28,Mid-Night,Monday,May,2020,No
5063491,53.92,117.35,product_17,Night,Friday,March,2020,Yes
5067278,67.71,210.27,product_19,Morning,Thursday,July,2020,No
5067362,87.26,217.1,product_12,Noon,Sunday,May,2020,No
5067395,78.15,185.45,product_6,Noon,Monday,March,2020,No
5069645,81.21,166.31,product_24,Night,Monday,April,2020,No
5073987,43.7,171.31,product_1,Evening,Wednesday,April,2020,Yes
5073993,76.49,254.94,product_24,Night,Friday,May,2020,No
5075305,49.84,135.24,product_22,Mid-Night,Wednesday,May,2020,Yes
5076053,56.3,135.24,product_27,Evening,Wednesday,February,2020,Yes
5076502,80.47,204.86,product_8,Noon,Thursday,February,2020,No
5077098,41.18,157.04,product_21,Morning,Wednesday,July,2020,Yes
5077347,76.87,235.35,product_25,Night,Sunday,May,2020,No
5078049,84.04,201.54,product_29,Noon,Monday,March,2020,No
5079937,56.64,115.91,product_10,Evening,Tuesday,January,2020,Yes
5081024,85.4,245.89,product_23,Morning,Sunday,April,2020,No
5082117,76.49,238.45,product_21,Mid-Night,Thursday,March,2020,No
5083328,87.35,193.63,product_12,Night,Friday,June,2020,No
5083383,85.86,244.87,product_18,Early-Morning,Wednesday,July,2020,No
5085479,56.2,151.95,product_8,Early-Morning,Wednesday,July,2020,Yes
5085535,67.85,126.95,product_13,Evening,Friday,March,2020,Yes
5086158,78.84,203.84,product_30,Night,Wednesday,April,2020,No
5086889,54.97,170.04,product_12,Mid-Night,Tuesday,February,2020,Yes
5087350,68.82,209.64,product_30,Night,Sunday,February,2020,No
5087973,35.49,120.9,product_5,Night,Monday,May,2020,Yes
5088001,69.01,214.74,product_20,Morning,Wednesday,February,2020,No
5089888,39.96,146.13,product_30,Early-Morning,Friday,April,2020,Yes
5090661,89.21,219.55,product_4,Noon,Sunday,February,2020,No
5092179,88.85,202.34,product_12,Mid-Night,Sunday,April,2020,No
5092801,53.54,158.56,product_27,Night,Friday,July,2020,Yes
5094356,42.6,123.08,product_10,Noon,Friday,May,2020,Yes
5095573,46.28,111.94,product_18,Mid-Night,Sunday,May,2020,Yes
5095614,76.07,236.64,product_28,Evening,Monday,May,2020,No
5096224,59.61,244.55,product_25,Night,Saturday,June,2020,No
5098772,78.83,224.58,product_9,Noon,Saturday,May,2020,No
5100208,83.17,244.4,product_13,Evening,Tuesday,April,2020,No
5102099,76.77,127.01,product_14,Night,Saturday,January,2020,Yes
5102306,66.4,191.78,product_1,Mid-Night,Friday,March,2020,No
5103550,60.07,124.85,product_11,Evening,Monday,June,2020,Yes
5109782,84,136.21,product_25,Early-Morning,Sunday,April,2020,Yes
5111249,46.04,147.92,product_1,Evening,Monday,May,2020,Yes
5112212,79.94,225.29,product_6,Night,Tuesday,May,2020,No
5112797,59.01,139.01,product_3,Mid-Night,Sunday,March,2020,Yes
5116413,52.35,158.22,product_27,Early-Morning,Friday,July,2020,Yes
5116431,58.6,113.7,product_6,Early-Morning,Thursday,January,2020,Yes
5116891,55.6,212.58,product_10,Noon,Thursday,January,2020,Yes
5119090,77.22,220.05,product_29,Evening,Thursday,February,2020,No
5119977,75.42,236.29,product_8,Evening,Tuesday,March,2020,No
5120627,67.26,168,product_29,Morning,Wednesday,June,2020,Yes
5121277,74.58,212.56,product_22,Noon,Tuesday,March,2020,Yes
5121737,64.67,149.67,product_8,Early-Morning,Thursday,February,2020,Yes
5123410,66.4,162.03,product_27,Mid-Night,Friday,January,2020,No
5124878,57.7,106.96,product_28,Early-Morning,Wednesday,May,2020,Yes
5124973,75.83,212.59,product_8,Evening,Monday,March,2020,No
5125243,35.76,156.99,product_6,Mid-Night,Thursday,January,2020,Yes
5126923,39.76,178.75,product_28,Mid-Night,Thursday,July,2020,Yes
5127488,85.78,244.91,product_21,Mid-Night,Monday,July,2020,No
5128174,58.6,174.88,product_1,Noon,Saturday,March,2020,Yes
5129740,43.16,118.27,product_22,Mid-Night,Thursday,June,2020,Yes
5130482,46.84,111.8,product_22,Evening,Monday,July,2020,Yes
5131722,71.14,196.23,product_14,Mid-Night,Friday,July,2020,No
5131997,80.23,223.09,product_13,Mid-Night,Tuesday,January,2020,No
5134573,83.55,225.29,product_4,Evening,Wednesday,April,2020,No
5135387,73.41,234.23,product_2,Early-Morning,Saturday,January,2020,No
5136409,87.26,223.28,product_10,Night,Wednesday,May,2020,No
5138442,40.34,170.49,product_17,Morning,Wednesday,July,2020,Yes
5139658,62.33,127.11,product_1,Noon,Tuesday,June,2020,Yes
5140166,39.19,156.36,product_12,Mid-Night,Thursday,March,2020,Yes
5140455,47.23,210.87,product_26,Night,Thursday,March,2020,Yes
5145928,77.14,226.49,product_8,Mid-Night,Thursday,June,2020,No
5146301,49.21,115.6,product_21,Mid-Night,Sunday,February,2020,Yes
5146882,68.18,162.44,product_1,Morning,Sunday,May,2020,No
5147117,74.71,183.43,product_8,Mid-Night,Wednesday,January,2020,No
5147204,72.82,191.82,product_30,Evening,Wednesday,January,2020,No
5148401,51.5,153.76,product_22,Evening,Thursday,April,2020,Yes
5148908,77.69,245.89,product_22,Noon,Monday,June,2020,No
5148952,71.14,239.76,product_24,Evening,Wednesday,February,2020,No
5150351,84.59,226.54,product_16,Noon,Friday,March,2020,No
5150441,87.26,210.54,product_27,Mid-Night,Saturday,March,2020,No
5151675,69.01,242.37,product_21,Mid-Night,Friday,January,2020,No
5154442,65.8,231.49,product_17,Evening,Friday,March,2020,No
5154901,81.11,226.69,product_22,Night,Friday,May,2020,No
5155685,66.14,165.27,product_17,Morning,Wednesday,March,2020,No
5157522,74.32,152.49,product_3,Morning,Thursday,April,2020,Yes
5159086,78.64,216,product_23,Noon,Tuesday,April,2020,No
5160029,57.76,140.15,product_18,Morning,Monday,June,2020,Yes
5160209,51.5,129.33,product_27,Noon,Sunday,June,2020,Yes
5161018,71.9,158.35,product_12,Early-Morning,Tuesday,February,2020,Yes
5161030,78.57,239.32,product_15,Mid-Night,Sunday,March,2020,No
5161694,90.75,238.58,product_26,Night,Sunday,March,2020,No
5162226,39.56,154.93,product_1,Mid-Night,Thursday,June,2020,Yes
5163918,65.82,230.78,product_9,Night,Tuesday,March,2020,No
5167170,80.22,211.64,product_28,Mid-Night,Tuesday,July,2020,No
5167246,70.96,256.4,product_1,Early-Morning,Sunday,June,2020,No
5167729,79.44,206.79,product_28,Noon,Sunday,May,2020,No
5169340,39.76,154.23,product_9,Evening,Saturday,May,2020,Yes
5171029,64.1,213.7,product_4,Early-Morning,Monday,April,2020,No
5173002,63.18,114.53,product_11,Morning,Wednesday,July,2020,Yes
5176984,78.54,172.1,product_26,Evening,Saturday,May,2020,No
5177768,81.98,220.92,product_29,Morning,Sunday,May,2020,No
5179952,36.31,128.98,product_10,Evening,Sunday,July,2020,Yes
5183153,87.97,185.46,product_11,Mid-Night,Thursday,July,2020,No
5185165,80.53,235.97,product_16,Night,Monday,April,2020,No
5185466,54.43,173.05,product_26,Mid-Night,Friday,April,2020,Yes
5185588,40.34,173.75,product_29,Early-Morning,Wednesday,March,2020,Yes
5185981,76.76,180.88,product_24,Morning,Sunday,July,2020,No
5187332,70.68,204.86,product_25,Noon,Sunday,June,2020,No
5188303,50.19,108.15,product_22,Early-Morning,Friday,June,2020,Yes
5188983,67.05,189.91,product_2,Noon,Monday,January,2020,No
5189036,84.71,190.12,product_6,Noon,Tuesday,February,2020,No
5189525,66.89,208.24,product_5,Early-Morning,Monday,January,2020,No
5189912,50.48,190.41,product_28,Evening,Saturday,July,2020,Yes
5193109,59.12,127.37,product_23,Night,Friday,March,2020,Yes
5194230,41.53,109.34,product_16,Early-Morning,Sunday,May,2020,Yes
5198479,69.97,217.79,product_26,Night,Friday,January,2020,No
5199561,78.76,237.34,product_27,Mid-Night,Wednesday,July,2020,No
5200957,55.39,121.05,product_29,Mid-Night,Saturday,June,2020,Yes
5201470,79.54,193.63,product_14,Evening,Sunday,April,2020,No
5203004,54.55,107.56,product_22,Early-Morning,Friday,March,2020,Yes
5204462,59.52,186.98,product_24,Noon,Sunday,May,2020,No
5205107,68.68,241.38,product_14,Noon,Tuesday,July,2020,No
5205147,77.75,235.56,product_27,Mid-Night,Sunday,May,2020,No
5207790,87.29,210.27,product_28,Morning,Thursday,June,2020,No
5208197,83.67,225.34,product_8,Noon,Sunday,May,2020,No
5208741,83.71,213.36,product_13,Morning,Friday,May,2020,No
5210187,75.81,226.69,product_10,Night,Tuesday,April,2020,No
5211052,82.72,224.44,product_13,Night,Saturday,May,2020,No
5211808,71.89,249.81,product_21,Morning,Wednesday,April,2020,No
5212240,69.15,108.25,product_20,Evening,Friday,May,2020,Yes
5212353,69.15,109.22,product_8,Night,Monday,February,2020,Yes
5212383,78.7,156.36,product_8,Noon,Saturday,July,2020,Yes
5212422,64.51,248.12,product_11,Evening,Thursday,February,2020,No
5213389,65.59,120.25,product_1,Night,Sunday,February,2020,Yes
5213494,63.89,121.07,product_1,Evening,Monday,February,2020,Yes
5213907,80.46,210.6,product_15,Evening,Saturday,March,2020,No
5215247,79.4,236.87,product_12,Morning,Friday,April,2020,No
5215251,55.92,168.92,product_14,Evening,Thursday,May,2020,Yes
5216102,65.56,184.1,product_17,Evening,Thursday,June,2020,No
5218498,77.75,212.79,product_12,Noon,Monday,March,2020,No
5218957,39.34,121.07,product_19,Noon,Sunday,May,2020,Yes
5219266,79.72,261.02,product_5,Noon,Tuesday,March,2020,No
5220458,68.1,190.12,product_24,Evening,Thursday,July,2020,No
5221361,82.69,220.05,product_26,Morning,Thursday,April,2020,No
5221824,56.39,248.12,product_3,Night,Wednesday,March,2020,No
5222369,82.79,167.42,product_21,Evening,Wednesday,June,2020,Yes
5222777,74.88,222.63,product_22,Early-Morning,Sunday,January,2020,No
5223826,90.75,191.82,product_26,Morning,Monday,July,2020,No
5224698,74.27,169.88,product_5,Morning,Sunday,March,2020,No
5225103,83.48,225.99,product_10,Noon,Sunday,June,2020,No
5225567,62.14,164.25,product_20,Noon,Monday,February,2020,Yes
5225856,71.23,132.08,product_6,Mid-Night,Monday,January,2020,Yes
5228675,68.1,198.86,product_18,Mid-Night,Saturday,April,2020,No
5230339,61.84,105.63,product_5,Noon,Thursday,May,2020,Yes
5235301,74.27,212.56,product_13,Mid-Night,Sunday,February,2020,No
5235862,85.24,253.48,product_13,Noon,Sunday,February,2020,No
5238294,79.4,261.52,product_16,Night,Tuesday,February,2020,No
5240191,76.65,238.43,product_23,Early-Morning,Monday,April,2020,No
5241066,67.36,239.22,product_13,Mid-Night,Saturday,April,2020,No
5242015,72.23,222.11,product_16,Night,Wednesday,February,2020,Yes
5243493,33.33,134.42,product_30,Early-Morning,Tuesday,February,2020,Yes
5243950,83.66,222.11,product_20,Night,Tuesday,April,2020,No
5247346,80.67,239.76,product_10,Mid-Night,Friday,January,2020,No
5247784,68.01,198.13,product_1,Mid-Night,Monday,January,2020,No
5248064,45.62,158.56,product_16,Night,Sunday,July,2020,Yes
5249661,56.7,207.18,product_6,Early-Morning,Saturday,March,2020,Yes
5249708,84.08,221.94,product_12,Noon,Tuesday,July,2020,No
5249944,73.72,249.81,product_17,Night,Saturday,May,2020,No
5250035,58.95,239.52,product_27,Mid-Night,Tuesday,July,2020,Yes
5250387,33.52,145.98,product_24,Night,Monday,January,2020,Yes
5252001,38.52,148.93,product_3,Evening,Tuesday,June,2020,Yes
5253270,79.81,209.64,product_10,Evening,Friday,July,2020,Yes
5253534,68.37,204.82,product_20,Evening,Wednesday,January,2020,No
5254402,63.99,123.13,product_15,Evening,Friday,July,2020,Yes
5254894,63.37,128.48,product_10,Mid-Night,Monday,March,2020,Yes
5255880,47.66,133.9,product_22,Morning,Wednesday,February,2020,Yes
5256585,86.19,222.25,product_26,Night,Sunday,June,2020,No
5256992,77.35,222.75,product_18,Evening,Monday,March,2020,No
5257893,80.23,207.48,product_12,Night,Thursday,March,2020,No
5259621,78.76,219.98,product_15,Morning,Friday,January,2020,No
5260332,48.22,231.91,product_26,Morning,Friday,April,2020,No
5261158,75.24,229.99,product_17,Noon,Monday,April,2020,No
5261690,43.77,141.36,product_8,Night,Thursday,January,2020,Yes
5264914,39.85,154.74,product_29,Morning,Sunday,June,2020,Yes
5265308,55.55,226.45,product_27,Noon,Monday,January,2020,No
5266856,83.89,250.2,product_7,Morning,Tuesday,July,2020,No
5266859,78.83,226.64,product_19,Noon,Monday,June,2020,No
5267957,84.33,240.63,product_17,Night,Tuesday,March,2020,No
5270444,70.41,199.62,product_17,Noon,Wednesday,June,2020,No
